TABLE,RESPONSE,GROUP,GROUP WEIGHTED %,GROUP WEIGHTED #,WEIGHTED SAMPLE SIZE (#),UNWEIGHTED SAMPLE SIZE (#)
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Other,AGE: 35- 54,11.29720168,4.977070249,44.05577937,40
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont know/No answer,AGE: 35- 54,2.422828338,1.067395907,44.05577937,40
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,"More accessible (e.g., after hours)",AGE: 55+,31.06590388,25.90167806,83.37654734,115
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Convenience/Was already there,AGE: 55+,27.42489207,22.86592812,83.37654734,115
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less travel,AGE: 55+,13.90663855,11.59487508,83.37654734,115
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less wait time,AGE: 55+,8.654512325,7.215833566,83.37654734,115
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Ability to book an appointment when it is convenient,AGE: 55+,10.49487923,8.750267947,83.37654734,115
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,No waiting in lineups,AGE: 55+,9.029734875,7.528681173,83.37654734,115
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Established relationship with health care provider,AGE: 55+,9.771246861,8.146928265,83.37654734,115
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Habit/Where always get flu shot,AGE: 55+,7.047070909,5.875604413,83.37654734,115
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Trust/Confidence in health care provider,AGE: 55+,3.638765516,3.033877053,83.37654734,115
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont have to make an appointment,AGE: 55+,1.793261453,1.495159484,83.37654734,115
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Recommended by health care provider,AGE: 55+,3.804530783,3.172086409,83.37654734,115
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,I can discuss other medical issues,AGE: 55+,0.792342768,0.660628043,83.37654734,115
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Other,AGE: 55+,11.13121433,9.280822184,83.37654734,115
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont know/No answer,AGE: 55+,0,0,83.37654734,115
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,"More accessible (e.g., after hours)",EDUCATION: L.T. H.S.,28.76907607,6.144862186,21.35926149,28
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Convenience/Was already there,EDUCATION: L.T. H.S.,18.13600264,3.873716227,21.35926149,28
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less travel,EDUCATION: L.T. H.S.,9.961176247,2.127633682,21.35926149,28
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less wait time,EDUCATION: L.T. H.S.,6.748626523,1.441456786,21.35926149,28
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Ability to book an appointment when it is convenient,EDUCATION: L.T. H.S.,3.235475699,0.691073715,21.35926149,28
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,No waiting in lineups,EDUCATION: L.T. H.S.,9.266857574,1.979332341,21.35926149,28
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Established relationship with health care provider,EDUCATION: L.T. H.S.,9.841561377,2.102084829,21.35926149,28
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Habit/Where always get flu shot,EDUCATION: L.T. H.S.,9.961176247,2.127633682,21.35926149,28
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Trust/Confidence in health care provider,EDUCATION: L.T. H.S.,0,0,21.35926149,28
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont have to make an appointment,EDUCATION: L.T. H.S.,7.855354165,1.677845637,21.35926149,28
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Recommended by health care provider,EDUCATION: L.T. H.S.,3.092934853,0.660628043,21.35926149,28
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,I can discuss other medical issues,EDUCATION: L.T. H.S.,3.092934853,0.660628043,21.35926149,28
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Other,EDUCATION: L.T. H.S.,16.5901879,3.543541615,21.35926149,28
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont know/No answer,EDUCATION: L.T. H.S.,0,0,21.35926149,28
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,"More accessible (e.g., after hours)",EDUCATION: Grad H.S.,40.08174951,10.57125482,26.37423503,29
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Convenience/Was already there,EDUCATION: Grad H.S.,18.77898277,4.952813052,26.37423503,29
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less travel,EDUCATION: Grad H.S.,20.09362353,5.299539495,26.37423503,29
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less wait time,EDUCATION: Grad H.S.,5.349960341,1.411011114,26.37423503,29
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Ability to book an appointment when it is convenient,EDUCATION: Grad H.S.,5.512854764,1.453973272,26.37423503,29
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,No waiting in lineups,EDUCATION: Grad H.S.,10.39738933,2.742231898,26.37423503,29
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Established relationship with health care provider,EDUCATION: Grad H.S.,6.944500954,1.831559003,26.37423503,29
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Habit/Where always get flu shot,EDUCATION: Grad H.S.,2.845136817,0.750383071,26.37423503,29
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Trust/Confidence in health care provider,EDUCATION: Grad H.S.,15.05164707,3.969756774,26.37423503,29
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont have to make an appointment,EDUCATION: Grad H.S.,0,0,26.37423503,29
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Recommended by health care provider,EDUCATION: Grad H.S.,0,0,26.37423503,29
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,I can discuss other medical issues,EDUCATION: Grad H.S.,0,0,26.37423503,29
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Other,EDUCATION: Grad H.S.,6.169015676,1.627030693,26.37423503,29
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont know/No answer,EDUCATION: Grad H.S.,0,0,26.37423503,29
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,"More accessible (e.g., after hours)",EDUCATION: Some P.S.,42.63958749,6.333339741,14.85319187,14
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Convenience/Was already there,EDUCATION: Some P.S.,22.27358863,3.308338855,14.85319187,14
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less travel,EDUCATION: Some P.S.,12.41317179,1.843752222,14.85319187,14
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less wait time,EDUCATION: Some P.S.,16.78857815,2.493639725,14.85319187,14
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Ability to book an appointment when it is convenient,EDUCATION: Some P.S.,11.82113835,1.75581636,14.85319187,14
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,No waiting in lineups,EDUCATION: Some P.S.,17.26512193,2.564421686,14.85319187,14
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Established relationship with health care provider,EDUCATION: Some P.S.,0,0,14.85319187,14
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Habit/Where always get flu shot,EDUCATION: Some P.S.,9.78896176,1.453973272,14.85319187,14
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Trust/Confidence in health care provider,EDUCATION: Some P.S.,0,0,14.85319187,14
TABLE AD5: FIRST MENTION [ASK IF ANOTHER LOCATION IN AD2/AD4] Why did you choose that location?,Other,REGION: Cape Breton,,,,
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont have to make an appointment,EDUCATION: Some P.S.,0,0,14.85319187,14
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Recommended by health care provider,EDUCATION: Some P.S.,0,0,14.85319187,14
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,I can discuss other medical issues,EDUCATION: Some P.S.,0,0,14.85319187,14
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Other,EDUCATION: Some P.S.,19.75733634,2.934595075,14.85319187,14
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont know/No answer,EDUCATION: Some P.S.,0,0,14.85319187,14
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,"More accessible (e.g., after hours)",EDUCATION: Grad P.S.,36.79959537,35.4345155,96.29050304,102
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Convenience/Was already there,EDUCATION: Grad P.S.,34.28334126,33.01160176,96.29050304,102
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less travel,EDUCATION: Grad P.S.,13.53931938,13.03707873,96.29050304,102
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Less wait time,EDUCATION: Grad P.S.,9.923774499,9.555652385,96.29050304,102
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Ability to book an appointment when it is convenient,EDUCATION: Grad P.S.,11.09010958,10.6787223,96.29050304,102
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,No waiting in lineups,EDUCATION: Grad P.S.,6.131179452,5.903743536,96.29050304,102
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Established relationship with health care provider,EDUCATION: Grad P.S.,4.375597074,4.213284433,96.29050304,102
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Habit/Where always get flu shot,EDUCATION: Grad P.S.,3.849301485,3.706511763,96.29050304,102
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Trust/Confidence in health care provider,EDUCATION: Grad P.S.,2.315691801,2.229791284,96.29050304,102
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont have to make an appointment,EDUCATION: Grad P.S.,1.859848723,1.790857691,96.29050304,102
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Recommended by health care provider,EDUCATION: Grad P.S.,2.608209831,2.511458366,96.29050304,102
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,I can discuss other medical issues,EDUCATION: Grad P.S.,0,0,96.29050304,102
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Other,EDUCATION: Grad P.S.,11.15147576,10.73781211,96.29050304,102
TABLE AD5: TOTAL MENTIONS [ASK IF A PHARMACY IN AD2/AD4] Why did you choose that location?  Any other reasons?,Dont know/No answer,EDUCATION: Grad P.S.,2.169308632,2.088838194,96.29050304,102
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,"More accessible (e.g., after hours)",NOVA SCOTIA %,24.30948109,5.570949051,22.91677486,18
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Less travel,NOVA SCOTIA %,19.64501572,4.502004023,22.91677486,18
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Convenience/Was already there,NOVA SCOTIA %,15.86211761,3.635085782,22.91677486,18
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Established relationship with health care provider,NOVA SCOTIA %,9.337081465,2.139757938,22.91677486,18
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,No waiting in lineups,NOVA SCOTIA %,8.234730408,1.887134628,22.91677486,18
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Habit/Where always get flu shot,NOVA SCOTIA %,6.883610847,1.5775016,22.91677486,18
TABLE AD5: FIRST MENTION [ASK IF ANOTHER LOCATION IN AD2/AD4] Why did you choose that location?,No waiting in lineups,REGION: Rest of mainland,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Ability to book an appointment when it is convenient,NOVA SCOTIA %,2.34708225,0.537875555,22.91677486,18
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Other,NOVA SCOTIA %,13.38088061,3.066466284,22.91677486,18
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,"More accessible (e.g., after hours)",REGION: Halifax,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Less travel,REGION: Halifax,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Convenience/Was already there,REGION: Halifax,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Established relationship with health care provider,REGION: Halifax,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,No waiting in lineups,REGION: Halifax,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Habit/Where always get flu shot,REGION: Halifax,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Ability to book an appointment when it is convenient,REGION: Halifax,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Other,REGION: Halifax,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,"More accessible (e.g., after hours)",REGION: Cape Breton,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Less travel,REGION: Cape Breton,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Convenience/Was already there,REGION: Cape Breton,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Established relationship with health care provider,REGION: Cape Breton,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,No waiting in lineups,REGION: Cape Breton,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Habit/Where always get flu shot,REGION: Cape Breton,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Ability to book an appointment when it is convenient,REGION: Cape Breton,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Other,REGION: Cape Breton,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,"More accessible (e.g., after hours)",REGION: Rest of mainland,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Less travel,REGION: Rest of mainland,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Convenience/Was already there,REGION: Rest of mainland,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Established relationship with health care provider,REGION: Rest of mainland,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,No waiting in lineups,REGION: Rest of mainland,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Habit/Where always get flu shot,REGION: Rest of mainland,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Ability to book an appointment when it is convenient,REGION: Rest of mainland,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Other,REGION: Rest of mainland,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,"More accessible (e.g., after hours)",GENDER: M,24.94595698,2.890126461,11.58555057,10
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Less travel,GENDER: M,0,0,11.58555057,10
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Convenience/Was already there,GENDER: M,16.28869182,1.887134628,11.58555057,10
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Established relationship with health care provider,GENDER: M,18.4691951,2.139757938,11.58555057,10
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,No waiting in lineups,GENDER: M,16.28869182,1.887134628,11.58555057,10
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Habit/Where always get flu shot,GENDER: M,0,0,11.58555057,10
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Ability to book an appointment when it is convenient,GENDER: M,4.642641295,0.537875555,11.58555057,10
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Other,GENDER: M,19.36482299,2.24352136,11.58555057,10
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,"More accessible (e.g., after hours)",GENDER: F,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Less travel,GENDER: F,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Convenience/Was already there,GENDER: F,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Established relationship with health care provider,GENDER: F,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,No waiting in lineups,GENDER: F,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Habit/Where always get flu shot,GENDER: F,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Ability to book an appointment when it is convenient,GENDER: F,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Other,GENDER: F,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,"More accessible (e.g., after hours)",HH INCOME: L.T. $50K,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Less travel,HH INCOME: L.T. $50K,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Convenience/Was already there,HH INCOME: L.T. $50K,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Established relationship with health care provider,HH INCOME: L.T. $50K,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,No waiting in lineups,HH INCOME: L.T. $50K,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Habit/Where always get flu shot,HH INCOME: L.T. $50K,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Ability to book an appointment when it is convenient,HH INCOME: L.T. $50K,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Other,HH INCOME: L.T. $50K,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,"More accessible (e.g., after hours)",HH INCOME: $50- <$100K,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Less travel,HH INCOME: $50- <$100K,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Convenience/Was already there,HH INCOME: $50- <$100K,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Established relationship with health care provider,HH INCOME: $50- <$100K,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,No waiting in lineups,HH INCOME: $50- <$100K,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Habit/Where always get flu shot,HH INCOME: $50- <$100K,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Ability to book an appointment when it is convenient,HH INCOME: $50- <$100K,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Other,HH INCOME: $50- <$100K,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,"More accessible (e.g., after hours)",HH INCOME: $100K+,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Less travel,HH INCOME: $100K+,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Convenience/Was already there,HH INCOME: $100K+,,,,
TABLE AD5: FIRST MENTION [ASK IF A PUBLIC HEALTH WALK-IN CLINIC IN AD2/AD4] Why did you choose that location?,Established relationship with health care provider,HH INCOME: $100K+,,,,
